eye_width,face_height,label
51.090917384836224,319.513692977312,1
72.42402557493477,400.4322664321645,1
83.34640847651181,431.5112976504787,1
75.96701244952862,400.4509957535379,1
97.17432200764424,564.0221626851201,1
75.64037867285259,417.5068861707553,1
23.594810050208544,140.80127840328723,1
117.72287943874912,640.8759630380905,1
62.49664436383284,339.00589965367857,1
72.01162298258126,416.0012019213406,1
79.2508070525486,421.473605342019,1
15.925001949012602,89.5377015563835,1
65.85087875998558,400.6045431594604,1
75.36668552018224,430.1732209238506,1
25.372713066554525,147.6651617681029,1
53.380549717384355,305.1245647272602,1
88.74281440316756,486.0792116517636,1
64.96958276325414,362.1988404178014,1
62.37139384295345,351.4327816240255,1
62.49664436383284,339.00589965367857,1
100.65369689629094,573.1849614217037,1
66.24065432264126,401.5084058895904,1
98.45105260544813,509.7332635800807,1
99.13374774900149,572.9432781698376,1
85.79933431988022,494.4623342581313,1
91.5946519613148,488.4096641140509,1
30.98769809111628,177.1016657177453,1
69.34045416226621,404.9222147524139,1
75.64037867285259,417.5068861707553,1
79.21862919219865,437.219624445198,1
62.16972666078652,360.04721912549195,1
64.64632232601198,357.4534934785223,1
71.16199844156743,397.75620673975664,1
85.36048352018781,493.2686894583924,1
67.93487001816727,385.873036114212,1
20.641750400280348,131.00381673829202,1
30.077379737113255,179.2344832893492,1
73.15452681107217,389.8679263545541,1
72.42402557493477,400.4322664321645,1
31.675100441276125,193.4941859591652,1
113.83841225955777,634.0,1
69.03802146688284,394.0,1
54.302764167171794,309.7127701597078,1
91.04192334400742,452.0542002901864,1
108.7193106549598,601.0407640085654,1
103.1691779387321,582.3100548676796,1
